tweet_id_customer,text_customer,tweet_id_reply,text_reply,text_customer_clean,text_reply_clean,predicted_intent,true_intent,reply_quality,decision,notes
1977830,@AppleSupport Haven’t downloaded anything from either of those since iOS ‘upgrade’,1977828,"@125503 Test downloading a previous purchase in either the App Store or the iTunes Store. Tell us in a DM, if they experience this. https://t.co/GDrqU22YpT",Haven’t downloaded anything from either of those since iOS ‘upgrade’,"Test downloading a previous purchase in either the App Store or the iTunes Store. Tell us in a DM, if they experience this.",bug_performance_issue,bug_performance_issue,good,,
2292408,"Third iPhone crash during only 2 days even with the new update iOS 11.1.1 😐
@AppleSupport",2292407,"@665726 We're happy to help. Let's dig into this further together. Send us a DM telling us which iPhone you have, what apps you're using when the issue occurs, and what country you're located in.",Third iPhone crash during only 2 days even with the new update iOS 11.1.1 😐,"We're happy to help. Let's dig into this further together. Send us a DM telling us which iPhone you have, what apps you're using when the issue occurs, and what country you're located in.",bug_performance_issue,bug_performance_issue,decent ,,
2641047,@115858 @115948 apple music has jammed and won't work. Pointless paying a subscription for something I can't even use. I think I'll be returning to @115888. #iphone #music,2641045,@168624 We'd like to help. What's happening when you try to use the Music app on your iPhone? https://t.co/GDrqU22YpT,apple music has jammed and won't work. Pointless paying a subscription for something I can't even use. I think I'll be returning to . #iphone #music,We'd like to help. What's happening when you try to use the Music app on your iPhone?,bug_performance_issue,bug_performance_issue,bad,,
2293470,"@AppleSupport I had 7,000 pictures, now I only have 180... where the hell are my pictures???",2293468,@666005 We want to help. Which iOS version are you on?,"I had 7,000 pictures, now I only have 180... where the hell are my pictures???",We want to help. Which iOS version are you on?,bug_performance_issue,bug_performance_issue,bad,,
1991343,@AppleSupport please fix this bug with the I,1991342,@589334 Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this. https://t.co/GDrqU22YpT,please fix this bug with the I,Thanks for reaching out to us. We'd like to help you and look into this further. Please DM us to continue working on this.,bug_performance_issue,bug_performance_issue,decent ,,
1928849,Excuuuuuseeee  yooooou.... @AppleSupport https://t.co/5532vG6zJG,1928848,@573990 We'd like to help. Send us a DM with more details about the issue you're having. We'll get started there. DM us: https://t.co/GDrqU22YpT,Excuuuuuseeee  yooooou....,We'd like to help. Send us a DM with more details about the issue you're having. We'll get started there. DM us:,general_complaint,general_complaint,decent ,,
974478,I got a new iPhone and I turned my iCloud photos on to transfer them and my Live Photos got lost :( @AppleSupport,974477,@351092 We want to help. Let's meet in DM. https://t.co/GDrqU22YpT,I got a new iPhone and I turned my iCloud photos on to transfer them and my Live Photos got lost :(,We want to help. Let's meet in DM.,how_to_info_request,how_to_info_request,good,,
1774426,@AppleSupport why do my i’s show up as question mark boxes 🙃,1774425,@533257 We want to help. DM us and we'll work from there. https://t.co/GDrqU22YpT,why do my i’s show up as question mark boxes 🙃,We want to help. DM us and we'll work from there.,how_to_info_request,how_to_info_request,good,,
1592390,"@AppleSupport I synced it up with my iPhone X, reset it and did it again. It’s upgraded with the latest apple watch upgrade as well",1592392,@181107 Did you reset your watch or iPhone or both?,"I synced it up with my iPhone X, reset it and did it again. It’s upgraded with the latest apple watch upgrade as well",Did you reset your watch or iPhone or both?,bug_performance_issue,how_to_info_request,decent ,,
1023841,@AppleSupport the screen had the alarm screen showing with the options for cancel/snooze but that was it. Haven’t changed my alarm settings,1023840,@362282 Let's look into that. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,the screen had the alarm screen showing with the options for cancel/snooze but that was it. Haven’t changed my alarm settings,Let's look into that. Send us a DM and we'll go from there.,bug_performance_issue,bug_performance_issue,decent ,,
1446511,"So @AppleSupport my 2 mo old MBP touch bar already failed &amp; has been in repair ""on hold"" waiting for a part for a week. NEED IT(or $4k) BACK",1446510,@455659 We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,"So  my 2 mo old MBP touch bar already failed &amp; has been in repair ""on hold"" waiting for a part for a week. NEED IT(or $4k) BACK",We'd be happy to look into this with you.  Please reach out to us via DM and we'll get started.,general_complaint,general_complaint,good,,
2013356,@115858 fix this glitch with the I️ please it’s annoying,2013355,@595333 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,fix this glitch with the I️ please it’s annoying,Thanks for reaching out. We have a workaround for this here:  DM us if you still need help.,bug_performance_issue,bug_performance_issue,decent ,,
2053531,@AppleSupport My phone is being very slow and my screen keeps freezing. What do I do?,2053530,"@360892 Let's work together to dethaw your iPhone. Follow these steps first, and DM us the results: https://t.co/8MvHMFZ83h https://t.co/GDrqU22YpT",My phone is being very slow and my screen keeps freezing. What do I do?,"Let's work together to dethaw your iPhone. Follow these steps first, and DM us the results:",bug_performance_issue,bug_performance_issue,good,,
1220052,@AppleSupport my iPhone 7 is hanging after I updated ios 11.3,1220051,@406244 DM us using the link below and let us know details of what you're experiencing. We're glad to help. https://t.co/GDrqU22YpT,my iPhone 7 is hanging after I updated ios 11.3,DM us using the link below and let us know details of what you're experiencing. We're glad to help.,bug_performance_issue,bug_performance_issue,decent ,,
1748788,@115858 Can y’all fix this or nah➡️➡️ “I️ “,1748787,@527117 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,Can y’all fix this or nah➡️➡️ “I️ “,Here’s what you can do to work around the issue until it’s fixed in a future software update:,general_complaint,bug_performance_issue,good,,
1498641,@AppleSupport fix the fucking “I️” problem,1498640,"@467954 We'd like to help. When you can, please join us in DM using this link: https://t.co/GDrqU22YpT",fix the fucking “I️” problem,"We'd like to help. When you can, please join us in DM using this link:",bug_performance_issue,bug_performance_issue,decent ,,
2398064,@115858 fix this i shit Fam. I’m getting hulk mad.,2398063,"@690148 We've recently released an update which should help. Make sure you have a backup before you update. Here's how to create one: https://t.co/4f8hwT5to6 If that doesn't work, let us know in DM. https://t.co/GDrqU22YpT",fix this i shit Fam. I’m getting hulk mad.,"We've recently released an update which should help. Make sure you have a backup before you update. Here's how to create one:  If that doesn't work, let us know in DM.",general_complaint,general_complaint,good,,
2910444,@AppleSupport iOS 11.1.2 iPhone 7,2910446,"@575515 When you're seeing this issue, is it when you type or are you only seeing it on texts, iMessages that you're receiving or posts other individuals have made on social media apps?",iOS 11.1.2 iPhone 7,"When you're seeing this issue, is it when you type or are you only seeing it on texts, iMessages that you're receiving or posts other individuals have made on social media apps?",bug_performance_issue,general_complaint,good,,
2360296,"@AppleSupport  I have been getting strange emails about ""unauthorized sign-in"", etc.  Do you have a email address I can forward these to?",2360294,@681627 We'd love to help with this! We do have an email address to which you can send fraudulent emails. This link has more information about that: https://t.co/LNMCdqt6fD,"I have been getting strange emails about ""unauthorized sign-in"", etc.  Do you have a email address I can forward these to?",We'd love to help with this! We do have an email address to which you can send fraudulent emails. This link has more information about that:,account_login_problem,account_login,decent ,,
737270,@115858 wassup with your iOS 11 my phone still fucked up shit pissing me off,737269,@296336 We'd like to know more about your issue. Can you give us some details so we can help?,wassup with your iOS 11 my phone still fucked up shit pissing me off,We'd like to know more about your issue. Can you give us some details so we can help?,bug_performance_issue,general_complaint,decent ,,
743450,What can I do about camera focus?  @115858 @AppleSupport #ios11 #ios1102 https://t.co/ZabM1RlDCv,743449,"@297762 We're happy to help with this. Check out the ""Your photos are blurred or out of focus"" section here: https://t.co/r1DRfaFLIU",What can I do about camera focus?    #ios11 #ios1102,"We're happy to help with this. Check out the ""Your photos are blurred or out of focus"" section here:",how_to_info_request,how_to_info_request,decent ,,
2593042,"@AppleSupport Yeah, I’ve already tried that – no luck.",2593041,@734346 Thanks for clarifying. We've also received your message in DM and have responded from there as well.,"Yeah, I’ve already tried that – no luck.",Thanks for clarifying. We've also received your message in DM and have responded from there as well.,general_complaint,general_complaint,good,,
1360178,@115858 @AppleSupport Are u going 2 issue a patch 4 iOS 11.0.3 soon? This iPhone 6 user thinks this is the worst update ever!! #thelagisreal,1360177,@437109 We’d be happy to help in any way we can with any issues with iOS 11. What’s going on?,Are u going 2 issue a patch 4 iOS 11.0.3 soon? This iPhone 6 user thinks this is the worst update ever!! #thelagisreal,We’d be happy to help in any way we can with any issues with iOS 11. What’s going on?,bug_performance_issue,bug_performance_issue,decent ,,
1508035,"Hey mfs @AppleSupport, lemme tell y’all somethin, y’all better fix this damn keyboard issue because I️ am fed tf up. Can’t even type my I’s!",1508034,@470016 We’re here to help. Please DM us and we will assist further from there. https://t.co/GDrqU22YpT,"Hey mfs , lemme tell y’all somethin, y’all better fix this damn keyboard issue because I️ am fed tf up. Can’t even type my I’s!",We’re here to help. Please DM us and we will assist further from there.,bug_performance_issue,bug_performance_issue,decent ,,
489661,@115858 Hi - do you know the fix for  my Macbook Pro printing when I ask it to 'export as PDF'?,489659,"@231621 We’re happy to look into what’s happening with you. Please tell us what app you’re using on your MacBook Pro. Also, tell us the steps you’re taking when the printing occurs.",Hi - do you know the fix for  my Macbook Pro printing when I ask it to 'export as PDF'?,"We’re happy to look into what’s happening with you. Please tell us what app you’re using on your MacBook Pro. Also, tell us the steps you’re taking when the printing occurs.",bug_performance_issue,bug_performance_issue,decent ,,
958029,Hey @115858 ! How the fuck are you making my Photo app freeze!?! Fix this update.,958028,@347319 We're glad to help out. Which device are you having issues with?,Hey  ! How the fuck are you making my Photo app freeze!?! Fix this update.,We're glad to help out. Which device are you having issues with?,bug_performance_issue,bug_performance_issue,decent ,,
2798461,I would love to have rulers in Final Cut Pro X. I'm just sayin' @AppleSupport,2798460,"@780795 We always appreciate feedback and if you'd like to submit yours, you can use this link: https://t.co/eTPVYVFyd8

Have a good one and just reach out again if you need more help.",I would love to have rulers in Final Cut Pro X. I'm just sayin',"We always appreciate feedback and if you'd like to submit yours, you can use this link: 

Have a good one and just reach out again if you need more help.",general_complaint,general_complaint,decent ,,
1657821,@AppleSupport are you all releasing an update or something to address this glitch? https://t.co/NRr1YALCTh,1657819,@505829 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,are you all releasing an update or something to address this glitch?,Here’s what you can do to work around the issue until it’s fixed in a future software update:,how_to_info_request,how_to_info_request,decent ,,
152913,@AppleSupport I am trying to install a new app as well as in-app purchases. I get the ‘Double Click here’ prompt but it just wiggles left and right and it does nothing when I press it.,152914,"@150976 Does this still occur after force closing the App Store app? If so, let us know in DM and we'll continue from there. https://t.co/GDrqU22YpT",I am trying to install a new app as well as in-app purchases. I get the ‘Double Click here’ prompt but it just wiggles left and right and it does nothing when I press it.,"Does this still occur after force closing the App Store app? If so, let us know in DM and we'll continue from there.",bug_performance_issue,bug_performance_issue,decent ,,
2893358,@AppleSupport I have new earbuds from my iPhone 8 and they are popping with static in my ears. One time they literally shocked my ear and it hurt. First time using them,2893356,@523609 Let's check into this further. Can you tell us if you notice this issue when in a certain location or performing a particular activity like running?,I have new earbuds from my iPhone 8 and they are popping with static in my ears. One time they literally shocked my ear and it hurt. First time using them,Let's check into this further. Can you tell us if you notice this issue when in a certain location or performing a particular activity like running?,hardware_safety_issue,hardware_safety_issue,good,,
2971271,@116333 I hope you are well. I purchased a MacBookAir in 2015. The WiFi no hardware installed shows up. I can’t get help from anyone as I don’t have apple care. Who can I talk to please?  Thank you kindly.,2971270,@819561 We can look into this. Send us a DM with more information on the device and issue to get started. https://t.co/GDrqU22YpT,I hope you are well. I purchased a MacBookAir in 2015. The WiFi no hardware installed shows up. I can’t get help from anyone as I don’t have apple care. Who can I talk to please?  Thank you kindly.,We can look into this. Send us a DM with more information on the device and issue to get started.,general_complaint,general_complaint,good,,
2364496,"@AppleSupport Ok, that’s fine. But I still don’t think it’s easy to find. Should be under iTunes and App Store instead, imo. And then I could see a list of all my App Store subscriptions https://t.co/V7wgyHBEAf",2364498,"@682658 We welcome your feedback. To make sure the right people see it, leave your thoughts about managing subscriptions here: https://t.co/eTPVYVFyd8","Ok, that’s fine. But I still don’t think it’s easy to find. Should be under iTunes and App Store instead, imo. And then I could see a list of all my App Store subscriptions","We welcome your feedback. To make sure the right people see it, leave your thoughts about managing subscriptions here:",how_to_info_request,how_to_info_request,decent ,,
684368,Anybody else having issues with iPhone apps? App Store won't download &amp; wont let me log in on my phone @115858 #appstore,684367,@283331 We'd be happy to help with this! Are you seeing any specific error messages? Tell us in DM: https://t.co/GDrqU22YpT,Anybody else having issues with iPhone apps? App Store won't download &amp; wont let me log in on my phone  #appstore,We'd be happy to help with this! Are you seeing any specific error messages? Tell us in DM:,account_login_problem,account_login_problem,decent,,
848449,"iOS 11 est effectivement une mise à jour bien ratée... -50% de batterie iPhone depuis ce matin, en faible activité 🙄 @AppleSupport",848448,@321631 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,"iOS 11 est effectivement une mise à jour bien ratée... -50% de batterie iPhone depuis ce matin, en faible activité 🙄",We offer support via Twitter in English. Contact us for help in your preferred language here:,bug_performance_issue,bug_performance_issue,decent,,
1372512,@AppleSupport This happened when I upgraded to 11.1 and I continue to see it happen.,1372511,@439425 Thanks for that info. Go ahead and DM us and we'll be glad to help further. https://t.co/GDrqU22YpT,This happened when I upgraded to 11.1 and I continue to see it happen.,Thanks for that info. Go ahead and DM us and we'll be glad to help further.,bug_performance_issue,bug_performance_issue,decent,,
