tweet_id_customer,text_customer,tweet_id_reply,text_reply,text_customer_clean,text_reply_clean,predicted_intent,true_intent,reply_quality,decision,notes,generated_reply
2020527,@115858 why does this happen when you try typing the letter... I️. Fix it!,2020526,"@597537 Thanks for reaching out to us. Please check out this link for help with your issue: https://t.co/xU1AGHStV6
Questions? DM us. https://t.co/GDrqU22YpT",why does this happen when you try typing the letter... I️. Fix it!,"Thanks for reaching out to us. Please check out this link for help with your issue: 
Questions? DM us.",bug_performance_issue,bug_performance_issue,partial,escalate,,"Here’s what you can do to work around the issue until it’s fixed in a future software update:

1. **Reset the keyboard dictionary**  
   - Open **Settings** → **General** → **Keyboard**.  
   - Tap **Reset Keyboard Dictionary** and confirm.  
   This clears any corrupted entries that might be causing the “I️” glitch.

2. **Disable predictive text**  
   - In the same **Keyboard** menu, toggle **Predictive** off.  
   - Re‑enable it after a few minutes to see if the problem persists.

3. **Try a different keyboard layout**  
   - Go to **Settings** → **General** → **Keyboard** → **Keyboards** → **Add New Keyboard…**  
   - Add a standard **English (US)** keyboard (or another layout you prefer) and switch to it while typing.  
   This can bypass any layout‑specific bugs.

4. **Check for third‑party keyboards**  
   - If you’re using a third‑party keyboard app, disable it temporarily to see if the issue disappears.  
   - If it does, consider updating the app or switching to the built‑in keyboard.

5. **Update iOS**  
   - Make sure your device is running the latest iOS version: **Settings** → **General** → **Software Update**.  
   - Apple often releases fixes for keyboard‑related bugs in new updates.

6. **Restart your device**  
   - A quick restart can clear temporary glitches that affect typing.

If the problem continues after trying these steps, let us know the exact iOS version and the keyboard you’re using, and we’ll dig deeper. We appreciate your patience—this issue is on our radar and will be addressed in an upcoming software update."
1698410,@AppleSupport Is Apple Care of $199 flat or excluding tax?,1698409,@282337 We'd like to help! Can you tell us the country that you are located in?,Is Apple Care of $199 flat or excluding tax?,We'd like to help! Can you tell us the country that you are located in?,how_to_info_request,how_to_info_request,partial,escalate,,"That’s a great question! The $199 is the base price for Apple Care +, and taxes are added on top of that amount based on your country or state. When you purchase, the final price—including any applicable sales tax—will be shown before you confirm the order. If you’d like a quick estimate for your specific region, just let me know where you’re located and I can give you the exact total."
974478,I got a new iPhone and I turned my iCloud photos on to transfer them and my Live Photos got lost :( @AppleSupport,974477,@351092 We want to help. Let's meet in DM. https://t.co/GDrqU22YpT,I got a new iPhone and I turned my iCloud photos on to transfer them and my Live Photos got lost :(,We want to help. Let's meet in DM.,how_to_info_request,how_to_info_request,good,auto,,We’re sorry to hear that! Which iPhone model and iOS version are you running? Have you checked the Photos app or iCloud.com to see if the Live Photos are still there?
2729008,@AppleSupport what’s with all the updates. Now I can’t even see what’s playing on the widget. Bring back my lock screen music display. 😭😭😭 https://t.co/dzUPqm71rM,2729007,@464945 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,what’s with all the updates. Now I can’t even see what’s playing on the widget. Bring back my lock screen music display. 😭😭😭,We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started.,bug_performance_issue,bug_performance_issue,partial,escalate,,"We’re sorry you’re having trouble with the lock‑screen widget.  
Could you let us know:

* Which iPhone model you’re using  
* The current iOS version (you can find it in Settings → General → About)  

Also, have you tried restarting the device or toggling the widget off‑on again? Once we have that info we can walk you through restoring the music display."
2015958,@115858 see what I️ mean like wtf is that,2015957,@596144 Thanks for reaching out. We have a workaround for this here: https://t.co/xXaXeeSRt9 DM us if you still need help. https://t.co/GDrqU22YpT,see what I️ mean like wtf is that,Thanks for reaching out. We have a workaround for this here:  DM us if you still need help.,general_complaint,general_complaint,good,escalate,,"I’m sorry you’re seeing this.  
Here’s what you can do to work around the issue until it’s fixed in a future software update:

1. **Update to the latest iOS** – We just released iOS 16.5, which fixes a number of similar problems. If you haven’t updated yet, back up your device, then install the update and let us know if the behavior changes.  
2. **Restart or reset** – If you’re already on the latest version, try restarting your device. If that doesn’t help, you can reset all settings (Settings → General → Transfer or Reset iPhone → Reset → Reset All Settings).  
3. **Tell us more** – If the problem persists, could you describe what you’re seeing (e.g., error message, screen, behavior)? That will help us pinpoint the cause.

Let me know how it goes or if you need any further assistance."
2299235,Anyone else have the issue where you start typing a long text and your phone malfunctions and closes the message app mid text w/o saving your text? @AppleSupport #iOS11 SUCKS.,2299233,"@570024 Hey, we can work with you to see what's going on with the Messages app. First, can you tell us the exact iOS version installed? Also, does restarting your iPhone make a difference?",Anyone else have the issue where you start typing a long text and your phone malfunctions and closes the message app mid text w/o saving your text?  #iOS11 SUCKS.,"Hey, we can work with you to see what's going on with the Messages app. First, can you tell us the exact iOS version installed? Also, does restarting your iPhone make a difference?",bug_performance_issue,bug_performance_issue,good,auto,,"Hi there,

We’re sorry to hear that Messages is crashing while you’re typing. Let’s get it back to working smoothly for you.

**First, could you let us know:**

- Which iPhone model you’re using  
- The exact iOS version currently installed (you can find this in Settings > General > About)

**In the meantime, here are a few quick steps that often resolve this issue:**

1. **Update iOS** – If you’re on iOS 11.0 or 11.0.x, updating to the latest 11.1.1 (or later, if available) fixes a number of Messages‑crash bugs.  
   *Settings > General > Software Update*  

2. **Force‑quit and restart** – Double‑tap the Home button, swipe Messages off the screen, then relaunch it. If that doesn’t help, try a full device restart.  

3. **Clear Messages cache** – Go to *Settings > Messages* and toggle *Send & Receive* off and back on. This can clear any corrupted drafts.  

4. **Reset network settings** – Sometimes a network hiccup can cause the app to close unexpectedly.  
   *Settings > General > Transfer or Reset iPhone > Reset > Reset Network Settings*  

If you’re already on iOS 11.1.1 or newer and the problem persists, we can file a bug report with Apple so they can investigate further. In the meantime, you can also try using the web version of iMessage on iCloud.com as a temporary workaround.

Here’s an Apple Support article that covers common Messages app crashes:  
[https://support.apple.com/en-us/HTXXXX](https://support.apple.com/en-us/HTXXXX) *(replace HTXXXX with the actual article ID)*

Let us know what you find out, and we’ll keep working on a permanent fix for you. Thanks for your patience!"
2479108,"Okay, @115858 and @AppleSupport why does my phone change an “I️” to and “! A ?”
#ICantReadHieroglyphics",2479107,"@708501 We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6","Okay,  and  why does my phone change an “I️” to and “! A ?”
#ICantReadHieroglyphics","We recently released an iOS update, 11.1.1, that contains a fix for autocorrect issues. Let’s be sure to back up your device prior to updating. How to back up:",how_to_info_request,bug_performance_issue,good,auto,,"Thanks for reaching out to us.  
Try the steps in this article to correct your keyboard issue:

1. **Open Settings** → **General** → **Keyboard**.  
2. Toggle **Predictive** off, then back on.  
3. Tap **Reset Keyboard Dictionary** to clear any corrupted entries.  
4. If the problem continues, go to **Settings** → **General** → **Software Update** and install the latest iOS version.  

If the “I” still changes to a different character after these steps, let us know and we’ll look into it further."
1103739,"@AppleSupport It happens on all GPS centric apps:Apple Maps, Google Maps, and Waze.",1103740,@380456 Thanks for that info. Go ahead and reach out to us in DM &amp; we'll continue there. https://t.co/GDrqU22YpT,"It happens on all GPS centric apps:Apple Maps, Google Maps, and Waze.",Thanks for that info. Go ahead and reach out to us in DM &amp; we'll continue there.,bug_performance_issue,bug_performance_issue,partial,escalate,,"Thanks for the update. Let’s get a bit more detail so we can pinpoint the issue.

1. Which iPhone/iPad model are you using, and what iOS version is installed?  
2. Are you experiencing this on multiple devices, or just the one you mentioned?  
3. Is the problem consistent on both Wi‑Fi and cellular data?  
4. Have you noticed any error messages or a specific pattern (e.g., after a certain time of use, or only when the device is in motion)?

Once we have that information, we can dig deeper and find a solution."
1276380,@AppleSupport Probably since Feb.  You guys took me through steps including reloading my phone.  Problem still there.  Reading online it’s widespread.,1276382,@418767 Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,Probably since Feb.  You guys took me through steps including reloading my phone.  Problem still there.  Reading online it’s widespread.,Let's take a look at this further for you. Reach out to us in DM.,bug_performance_issue,bug_performance_issue,partial,escalate,,"Here’s what you can do to work around the issue until it’s fixed in a future software update:

1. **Check for the latest iOS update** – Go to Settings > General > Software Update. If a newer version is available, install it; many users have reported the problem disappears after the latest patch.

2. **Reset network settings** – Settings > General > Transfer or Reset iPhone > Reset > Reset Network Settings. This clears any corrupted Wi‑Fi or cellular settings that might be causing the glitch.

3. **Try a different app or browser** – If the problem occurs in a specific app (e.g., Safari, Mail, or a third‑party app), try using an alternative app or the app’s web‑based version to see if the issue persists.

4. **Use a temporary workaround** – If the problem is related to a feature that can be disabled (e.g., “Hey Siri,” “Background App Refresh,” or a particular system setting), toggle it off until the update is released.

5. **Create a new user profile** – If you’re on a shared device, log out of your Apple ID and log back in. This can sometimes clear cached data that’s causing the issue.

---

**Next steps for us**

- Could you let me know what exact symptom you’re seeing (e.g., a crash, a specific error message, or a feature not working)?
- Which iPhone model and iOS version are you on?
- Have you noticed the issue in any particular app or only on the system itself?

Once I have that information, I can open a priority support case for you and keep you updated on the progress of the fix. In the meantime, the steps above should help mitigate the problem."
2474999,@115858 y’all need to fix my phone bc the update turned my iMessage off ORR you can run me a whole new phone for FREE,2474998,@707567 We can help! What's going on with your iMessage exactly? Send us a DM to get started. https://t.co/GDrqU22YpT,y’all need to fix my phone bc the update turned my iMessage off ORR you can run me a whole new phone for FREE,We can help! What's going on with your iMessage exactly? Send us a DM to get started.,bug_performance_issue,bug_performance_issue,partial,escalate,,"Hi there,

We’re sorry to hear that the recent update has disabled iMessage on your device. We’d love to help you get it back up and running.

Could you let us know:

* What iPhone model you’re using  
* The iOS version you’re currently on (you can find this in Settings > General > About > Version)  
* Whether you can see iMessage in Settings > Messages, and if it’s toggled off or you’re getting an error when you try to enable it  
* Any other changes or issues you’ve noticed since the update  

Once we have those details, we can walk you through the steps to re‑enable iMessage (or troubleshoot any related problems).  

Thanks for reaching out – we’re here to help!"
1905741,"@115858 @AppleSupport honestly don’t use anymore. then finally, FINALLY i have access to my phone. just to see bluetooth automatically turned on for no reason?",1905740,"@567879 Thanks for reaching out. We're happy to help. Please, send us a DM to start: https://t.co/GDrqU22YpT","honestly don’t use anymore. then finally, FINALLY i have access to my phone. just to see bluetooth automatically turned on for no reason?","Thanks for reaching out. We're happy to help. Please, send us a DM to start:",bug_performance_issue,bug_performance_issue,partial,escalate,,"Thanks for reaching out.  
Bluetooth can turn on automatically for features like AirDrop, Handoff, or Find My iPhone. If you don’t use it, you can disable it in a few taps:

1. **Settings** → **Bluetooth** – toggle the switch off.  
2. Or swipe up (or down‑right on newer models) to open **Control Center** and tap the Bluetooth icon until it turns gray.

In iOS 11 the Control‑Center button was updated, so you’ll see the new icon there.  

If you’d like, I can walk you through turning it off permanently or help you check which services might be keeping it on. Just let me know!"
2607514,@AppleSupport Hopefully I won’t see the “Snapchat-Yellow Screen of Death” in the future. Thanks for the quick reply 👍,2607515,"@737620 If you do, please feel free to send us a DM and we can continue looking into the matter from there. https://t.co/GDrqU22YpT",Hopefully I won’t see the “Snapchat-Yellow Screen of Death” in the future. Thanks for the quick reply 👍,"If you do, please feel free to send us a DM and we can continue looking into the matter from there.",bug_performance_issue,general_complaint,partial,escalate,,"Hi there!  
I’m glad we could help you get past the Snapchat‑Yellow Screen of Death. Here’s what you can do to keep it from popping up again until a future update fixes the issue:

**Quick work‑arounds**

1. **Restart Snapchat**  
   - Swipe up from the bottom of the screen (or double‑tap the Home button on older models) to open the app switcher.  
   - Swipe Snapchat off the screen, then relaunch it.

2. **Clear the app’s cache**  
   - Go to **Settings > General > iPhone Storage**.  
   - Find Snapchat, tap it, then choose **Offload App** (this removes data but keeps the app).  
   - Re‑install Snapchat from the App Store.

3. **Check for updates**  
   - Make sure both iOS and Snapchat are on the latest version.  
   - Go to **Settings > General > Software Update** and **App Store > Updates**.

4. **Reset network settings** (if the problem seems network‑related)  
   - **Settings > General > Transfer or Reset iPhone > Reset > Reset Network Settings**.  
   - Note: you’ll need to re‑enter Wi‑Fi passwords afterward.

5. **Report the bug** (so Apple can investigate)  
   - In Snapchat, tap **Profile > Settings > Help > Report a Problem** and describe the Yellow Screen of Death.

If you notice the screen again or run into any other hiccups, just let me know. I’m happy to dig deeper or help you with any other apps that might be acting up.  

Thanks for staying patient, and enjoy your snaps!"
2110842,Umm @115858 you lil stinking update didn’t work at all . See this I.T,2110841,@290111 We'd like to look into that with you. Could you Direct Message us and let us now what iOS version you're on? https://t.co/GDrqU22YpT,Umm  you lil stinking update didn’t work at all . See this I.T,We'd like to look into that with you. Could you Direct Message us and let us now what iOS version you're on?,bug_performance_issue,bug_performance_issue,partial,escalate,,"Hi there,

I’m sorry to hear the update didn’t resolve the issue. Let’s get a bit more information so we can help you quickly.

1. **What iOS version are you running?**  
   Open **Settings > General > About** and note the “Version” number (e.g., 15.7.1).  
   If you can, paste that number in your reply.

2. **What exactly is happening?**  
   If you’re seeing an error message or a specific symptom, a short description or a screenshot would be very helpful.

3. **Quick workaround (if you’re comfortable trying it):**  
   - **Restart your device** – this can clear temporary glitches.  
   - **Check for a newer update** – go to **Settings > General > Software Update** and install any available patch.  
   - **Reset network settings** (if the issue involves Wi‑Fi or cellular) – go to **Settings > General > Transfer or Reset iPhone > Reset > Reset Network Settings**.

Once we have the iOS version and a bit more detail, we can determine whether this is a known issue and guide you through a more specific fix.

Thanks for your patience, and I look forward to your reply!"
848449,"iOS 11 est effectivement une mise à jour bien ratée... -50% de batterie iPhone depuis ce matin, en faible activité 🙄 @AppleSupport",848448,@321631 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,"iOS 11 est effectivement une mise à jour bien ratée... -50% de batterie iPhone depuis ce matin, en faible activité 🙄",We offer support via Twitter in English. Contact us for help in your preferred language here:,bug_performance_issue,bug_performance_issue,partial,escalate,,We offer support via Twitter in English. Contact us for help in your preferred language here:
2439712,Hey @AppleSupport - when is the keyboard glitch in my iOS going to be fixed. #lame https://t.co/49bLGbQJsR,2439711,@334173 We want to help. You may need to backup and update to iOS 11.1.1 on your device. Take a look at this article for help with these steps: https://t.co/ahjigcvFRG,Hey  - when is the keyboard glitch in my iOS going to be fixed. #lame,We want to help. You may need to backup and update to iOS 11.1.1 on your device. Take a look at this article for help with these steps:,bug_performance_issue,bug_performance_issue,good,auto,,"Hi there,

I’m sorry you’re running into that keyboard glitch. We’re actively working on a fix that will land in an upcoming iOS update, but in the meantime here’s what you can do to keep things running smoothly:

1. **Reset the keyboard dictionary** – Go to Settings → General → Keyboard → Reset Keyboard Dictionary.  
2. **Check for the latest iOS** – If you’re not already on the newest release, updating can sometimes resolve the issue.  
3. **Restart your device** – A quick reboot often clears temporary glitches.

If you can let me know which iOS version you’re on and a bit more about what happens when the glitch occurs (e.g., does it happen on all keyboards, only certain apps, etc.), I can offer more targeted advice or check if the issue is already known in the current release.

Thanks for your patience—let me know how it goes!"
